loan_id,no_of_dependents,education,self_employed,annual_income,loan_amount,credit_score,res_assets,com_assets,bank_assets,total_assets,loan_status
449,4,1,No,47000,157000,868,33000,25000,48000,106000,1
450,3,1,Yes,29000,58000,353,84000,26000,31000,141000,0
451,4,0,No,90000,290000,590,46000,156000,123000,325000,1
452,5,1,Yes,5000,9000,618,14000,6000,4000,24000,1
453,2,0,Yes,7000,17000,539,14000,10000,9000,33000,0
454,0,1,No,68000,270000,429,171000,76000,94000,341000,1
455,2,1,No,18000,47000,792,45000,12000,22000,79000,1
456,0,0,No,60000,124000,608,30000,21000,68000,119000,1
457,4,1,Yes,54000,215000,555,43000,15000,75000,133000,1
458,5,1,Yes,84000,175000,620,153000,136000,58000,347000,1
459,0,1,No,74000,209000,635,156000,140000,72000,368000,1
460,2,1,No,32000,125000,457,61000,20000,43000,124000,0
461,1,1,Yes,54000,214000,350,26000,10000,68000,104000,0
462,5,1,Yes,10000,25000,885,22000,1000,11000,34000,1
463,0,1,No,44000,147000,638,40000,27000,27000,94000,1
464,1,1,Yes,38000,105000,710,18000,62000,25000,105000,1
465,3,0,Yes,61000,209000,470,5000,85000,75000,165000,0
466,5,0,Yes,55000,173000,874,10000,29000,79000,118000,1
467,5,0,Yes,5000,18000,411,10000,5000,2000,17000,0
468,0,0,Yes,3000,11000,482,2000,1000,4000,7000,1
469,1,1,Yes,62000,169000,396,106000,75000,76000,257000,0
470,0,0,No,3000,9000,436,0,4000,2000,6000,0
471,0,0,Yes,69000,221000,303,136000,46000,69000,251000,0
472,4,1,No,37000,114000,728,42000,58000,23000,123000,1
473,3,0,Yes,88000,286000,775,52000,50000,96000,198000,1
474,5,1,Yes,82000,235000,402,151000,15000,58000,224000,0
475,1,0,Yes,92000,315000,698,53000,61000,83000,197000,1
476,0,0,No,24000,78000,665,52000,29000,29000,110000,1
477,4,0,No,41000,135000,490,47000,62000,20000,129000,0
478,1,1,No,80000,319000,504,238000,15000,60000,313000,0
479,3,0,Yes,36000,86000,790,54000,59000,52000,165000,1
480,1,0,Yes,7000,27000,669,1000,10000,5000,16000,1
481,4,0,No,83000,307000,381,217000,23000,46000,286000,0
482,0,1,Yes,53000,150000,900,17000,21000,58000,96000,1
483,4,1,No,83000,249000,506,154000,56000,70000,280000,0
484,3,0,Yes,25000,88000,538,49000,18000,33000,100000,0
485,3,1,Yes,54000,144000,677,110000,79000,31000,220000,1
486,4,1,No,16000,49000,685,32000,20000,15000,67000,1
487,2,0,No,24000,62000,860,49000,37000,11000,97000,1
488,5,0,No,63000,148000,608,161000,105000,54000,320000,1
489,4,1,Yes,25000,53000,540,23000,28000,17000,68000,0
490,0,1,Yes,75000,168000,492,215000,48000,111000,374000,0
491,3,0,No,29000,85000,834,12000,45000,18000,75000,1
492,3,1,Yes,10000,35000,834,8000,17000,7000,32000,1
493,2,1,Yes,86000,288000,890,233000,59000,72000,364000,1
494,1,0,No,3000,11000,443,6000,4000,2000,12000,0
495,5,0,No,23000,57000,329,56000,33000,27000,116000,0
496,2,0,Yes,24000,54000,739,3000,25000,30000,58000,1
497,5,1,Yes,98000,303000,867,208000,160000,76000,444000,1
498,2,0,No,81000,248000,307,2000,40000,105000,147000,0
499,3,1,No,67000,155000,492,21000,20000,94000,135000,0
500,1,0,Yes,84000,247000,698,230000,132000,122000,484000,1
501,2,1,No,2000,7000,851,4000,2000,2000,8000,1
502,2,1,No,47000,125000,375,13000,63000,54000,130000,0
503,0,1,Yes,43000,143000,601,38000,9000,57000,104000,1
504,4,0,No,22000,70000,756,36000,39000,12000,87000,1
505,4,1,Yes,86000,192000,868,204000,15000,93000,312000,1
506,4,1,Yes,20000,72000,838,25000,3000,10000,38000,1
507,4,0,Yes,42000,159000,375,72000,79000,30000,181000,0
508,0,0,Yes,51000,125000,778,33000,10000,32000,75000,1
509,2,1,Yes,41000,112000,442,122000,41000,45000,208000,0
510,1,1,Yes,99000,395000,808,118000,37000,135000,290000,1
511,1,0,Yes,32000,90000,372,27000,28000,38000,93000,0
512,2,1,No,55000,190000,597,11000,40000,53000,104000,1
513,0,1,Yes,78000,291000,435,211000,130000,97000,438000,0
514,3,1,Yes,34000,97000,728,15000,15000,24000,54000,1
515,4,1,Yes,79000,259000,373,109000,143000,76000,328000,0
516,3,1,Yes,89000,185000,367,61000,0,103000,164000,0
517,2,1,No,73000,191000,552,20000,134000,40000,194000,1
518,4,0,Yes,33000,106000,465,5000,44000,28000,77000,0
519,4,1,Yes,29000,105000,607,44000,55000,38000,137000,1
520,2,1,Yes,5000,13000,427,14000,5000,6000,25000,0
521,3,0,No,72000,212000,711,108000,42000,57000,207000,1
522,3,0,No,83000,241000,823,59000,7000,77000,143000,1
523,1,0,Yes,87000,205000,523,193000,65000,48000,306000,0
524,4,0,Yes,71000,279000,328,90000,134000,77000,301000,0
525,3,1,Yes,98000,282000,721,158000,65000,96000,319000,1
526,0,1,Yes,69000,170000,599,181000,94000,43000,318000,1
527,0,0,No,24000,50000,580,59000,44000,32000,135000,1
528,1,0,Yes,21000,49000,744,2000,20000,10000,32000,1
529,2,1,Yes,72000,239000,559,42000,122000,108000,272000,1
530,2,1,No,46000,135000,587,77000,59000,50000,186000,1
531,5,1,Yes,99000,318000,817,234000,7000,115000,356000,1
532,4,0,Yes,3000,10000,655,0,1000,4000,5000,1
533,5,1,Yes,69000,239000,382,171000,69000,89000,329000,0
534,2,1,Yes,17000,43000,765,50000,15000,9000,74000,1
535,2,1,Yes,44000,100000,516,74000,76000,51000,201000,0
536,4,0,Yes,43000,150000,383,47000,1000,49000,97000,0
537,2,0,No,37000,141000,633,8000,2000,34000,44000,1
538,1,1,No,59000,152000,547,171000,20000,36000,227000,0
539,5,0,Yes,86000,263000,843,233000,98000,113000,444000,1
540,3,0,Yes,34000,132000,783,65000,3000,49000,117000,1
541,3,0,Yes,10000,32000,790,19000,1000,11000,31000,1
542,1,0,Yes,44000,142000,409,127000,13000,45000,185000,0
543,0,0,No,36000,78000,376,98000,69000,30000,197000,0
544,3,0,No,14000,27000,625,31000,18000,10000,59000,1
545,0,0,No,53000,109000,707,129000,26000,76000,231000,1
546,3,1,Yes,94000,205000,645,174000,130000,102000,406000,1
547,4,0,Yes,66000,221000,887,36000,35000,47000,118000,1
548,5,1,No,98000,376000,319,192000,51000,51000,294000,0
549,1,0,No,19000,49000,647,41000,21000,17000,79000,1
550,2,0,Yes,58000,225000,888,119000,26000,48000,193000,1
551,2,0,No,31000,104000,420,69000,59000,35000,163000,0
552,0,1,No,68000,184000,791,40000,9000,99000,148000,1
553,5,0,No,46000,162000,891,59000,12000,37000,108000,1
554,2,0,Yes,2000,7000,641,6000,2000,1000,9000,1
555,3,0,Yes,95000,228000,319,2000,188000,94000,284000,0
556,5,0,Yes,62000,222000,819,135000,66000,87000,288000,1
557,4,0,Yes,97000,323000,387,116000,143000,54000,313000,0
558,5,1,Yes,42000,123000,686,105000,2000,42000,149000,1
559,1,1,Yes,57000,120000,415,157000,9000,74000,240000,0
560,2,1,Yes,2000,5000,885,-1000,0,2000,1000,0
561,4,1,No,80000,255000,722,172000,139000,49000,360000,1
562,4,1,No,52000,204000,761,47000,16000,62000,125000,1
563,1,1,Yes,71000,152000,389,59000,9000,59000,127000,0
564,1,1,Yes,93000,279000,600,21000,42000,66000,129000,1
565,5,1,No,20000,61000,407,19000,19000,20000,58000,1
566,3,1,Yes,39000,140000,829,52000,40000,27000,119000,1
567,2,0,No,28000,59000,895,10000,39000,15000,64000,1
568,5,1,Yes,30000,111000,441,85000,25000,20000,130000,0
569,4,0,No,45000,98000,895,98000,82000,55000,235000,1
570,4,1,No,19000,43000,826,24000,0,9000,33000,1
571,1,1,No,23000,72000,453,30000,21000,34000,85000,0
572,0,1,No,47000,175000,701,54000,23000,70000,147000,1
573,2,0,Yes,13000,27000,627,1000,3000,13000,17000,1
574,3,1,No,31000,110000,543,59000,22000,24000,105000,1
575,0,1,No,84000,175000,411,132000,53000,104000,289000,0
576,5,1,Yes,17000,58000,583,20000,18000,23000,61000,1
577,2,0,No,19000,75000,889,6000,11000,26000,43000,1
578,3,0,No,24000,86000,684,34000,24000,16000,74000,1
579,5,1,No,68000,205000,578,5000,118000,34000,157000,1
580,1,1,No,29000,109000,445,66000,28000,26000,120000,0
581,4,1,Yes,89000,263000,369,239000,70000,121000,430000,0
582,1,0,No,88000,222000,794,84000,119000,105000,308000,1
583,0,1,Yes,82000,192000,492,165000,92000,72000,329000,0
584,3,0,Yes,36000,132000,557,98000,40000,21000,159000,1
585,4,1,Yes,95000,318000,519,59000,13000,122000,194000,0
586,0,0,Yes,19000,57000,699,55000,2000,20000,77000,1
587,3,0,Yes,91000,246000,741,80000,40000,136000,256000,1
588,5,1,No,11000,38000,508,2000,18000,9000,29000,0
589,5,0,Yes,11000,28000,647,27000,20000,14000,61000,1
590,1,1,No,93000,286000,656,173000,91000,125000,389000,1
591,4,1,Yes,39000,106000,439,3000,76000,25000,104000,0
592,5,0,Yes,15000,40000,350,29000,19000,12000,60000,0
593,5,1,No,8000,22000,493,9000,5000,10000,24000,0
594,4,1,No,6000,18000,851,1000,11000,8000,20000,1
595,2,1,No,44000,125000,492,79000,12000,27000,118000,0
596,4,1,Yes,27000,54000,861,63000,24000,27000,114000,1
597,3,0,Yes,62000,146000,664,183000,84000,66000,333000,1
598,5,1,Yes,7000,13000,362,21000,13000,10000,44000,0
599,0,1,No,34000,94000,703,6000,60000,26000,92000,1
600,1,0,Yes,49000,168000,758,17000,27000,59000,103000,1
601,3,0,Yes,42000,97000,396,7000,82000,43000,132000,0
602,0,1,Yes,53000,106000,828,81000,67000,58000,206000,1
603,5,1,Yes,37000,100000,709,80000,8000,22000,110000,1
604,4,0,Yes,56000,175000,528,142000,23000,72000,237000,0
605,2,1,Yes,43000,160000,623,98000,67000,45000,210000,1
606,4,0,Yes,71000,245000,599,91000,70000,68000,229000,1
607,4,1,Yes,54000,127000,622,110000,33000,65000,208000,1
608,0,0,No,60000,131000,385,166000,76000,74000,316000,0
609,4,1,Yes,41000,125000,579,109000,72000,20000,201000,1
610,4,0,No,83000,179000,846,127000,13000,122000,262000,1
611,3,1,No,81000,239000,449,71000,61000,89000,221000,0
612,1,0,No,72000,249000,666,36000,116000,58000,210000,1
613,5,1,No,72000,175000,380,23000,4000,62000,89000,0
614,2,1,Yes,35000,81000,589,38000,67000,27000,132000,1
615,1,1,No,62000,195000,845,91000,29000,40000,160000,1
616,3,0,No,52000,173000,401,26000,14000,64000,104000,0
617,0,0,No,45000,145000,766,61000,84000,66000,211000,1
618,5,0,No,54000,151000,522,52000,47000,57000,156000,0
619,3,0,Yes,20000,69000,834,22000,28000,30000,80000,1
620,3,1,No,89000,254000,588,194000,121000,45000,360000,1
621,2,1,No,50000,106000,570,119000,9000,71000,199000,1
622,2,1,No,49000,176000,860,136000,75000,56000,267000,1
623,4,1,Yes,53000,192000,655,142000,69000,39000,250000,1
624,3,0,Yes,85000,277000,457,36000,4000,52000,92000,1
625,5,1,Yes,7000,21000,863,1000,12000,6000,19000,1
626,3,0,Yes,59000,189000,742,108000,45000,80000,233000,1
627,3,1,No,35000,133000,798,74000,53000,36000,163000,1
628,5,0,Yes,77000,189000,552,156000,61000,66000,283000,1
629,2,0,Yes,45000,125000,418,4000,43000,43000,90000,0
630,0,1,No,91000,222000,419,74000,6000,98000,178000,0
631,1,0,Yes,90000,299000,668,221000,72000,47000,340000,1
632,2,0,No,89000,292000,608,108000,52000,117000,277000,1
633,5,0,No,65000,138000,342,153000,23000,73000,249000,0
634,4,0,Yes,81000,180000,817,14000,78000,108000,200000,1
635,1,0,No,84000,299000,476,161000,24000,75000,260000,0
636,0,0,No,53000,200000,881,159000,37000,40000,236000,1
637,2,1,No,41000,156000,838,55000,48000,27000,130000,1
638,3,0,No,69000,274000,406,102000,65000,53000,220000,1
639,1,1,Yes,52000,195000,778,52000,43000,58000,153000,1
640,5,0,Yes,20000,74000,799,36000,37000,11000,84000,1
641,3,1,No,46000,178000,716,126000,26000,45000,197000,1
642,0,1,Yes,71000,201000,756,80000,50000,54000,184000,1
643,0,0,No,93000,201000,743,48000,18000,136000,202000,1
644,3,0,No,54000,194000,731,138000,32000,43000,213000,1
645,3,0,No,41000,85000,833,120000,0,34000,154000,1
646,4,0,No,49000,114000,470,120000,75000,48000,243000,0
647,5,1,Yes,54000,212000,734,73000,18000,75000,166000,1
648,0,1,No,30000,96000,620,79000,0,36000,115000,1
649,0,0,Yes,68000,144000,812,152000,45000,64000,261000,1
650,4,1,Yes,51000,140000,459,98000,0,68000,166000,0
651,0,1,Yes,98000,326000,704,70000,121000,49000,240000,1
652,1,1,Yes,16000,41000,391,43000,14000,7000,64000,0
653,4,1,No,80000,291000,421,31000,120000,88000,239000,1
654,5,1,No,29000,67000,796,38000,37000,42000,117000,1
655,4,1,No,92000,303000,607,240000,166000,89000,495000,1
656,3,0,No,95000,204000,376,23000,66000,84000,173000,0
657,0,1,Yes,37000,85000,424,19000,56000,41000,116000,0
658,5,1,Yes,71000,208000,442,29000,71000,71000,171000,0
659,5,0,No,56000,176000,448,67000,35000,68000,170000,0
660,0,1,Yes,12000,27000,638,15000,5000,15000,35000,1
661,3,0,No,16000,56000,710,31000,8000,16000,55000,1
662,4,0,Yes,16000,48000,641,42000,10000,14000,66000,1
663,2,0,No,53000,202000,348,92000,95000,61000,248000,0
664,5,0,No,91000,199000,519,93000,164000,105000,362000,0
665,4,0,Yes,94000,350000,517,107000,151000,67000,325000,0
666,3,0,No,59000,224000,375,65000,105000,48000,218000,0
667,2,1,Yes,11000,34000,426,3000,8000,14000,25000,0
668,4,1,Yes,31000,115000,785,32000,31000,42000,105000,1
669,4,0,No,22000,86000,373,41000,13000,14000,68000,0
670,1,1,No,60000,201000,476,139000,100000,55000,294000,0
671,1,1,Yes,20000,56000,320,24000,23000,21000,68000,0
672,4,1,No,72000,229000,657,146000,4000,88000,238000,1
673,1,0,Yes,5000,19000,868,2000,5000,3000,10000,1
674,1,0,Yes,58000,139000,345,40000,93000,55000,188000,0
675,0,0,No,2000,3000,472,4000,1000,0,5000,0
676,4,0,Yes,46000,95000,613,52000,59000,30000,141000,1
677,5,0,Yes,46000,128000,769,131000,86000,35000,252000,1
678,1,1,No,65000,231000,741,114000,85000,79000,278000,1
679,4,0,Yes,44000,166000,889,8000,14000,59000,81000,1
680,0,0,Yes,9000,36000,683,14000,7000,4000,25000,1
681,0,0,Yes,32000,74000,780,42000,26000,28000,96000,1
682,3,1,No,6000,11000,538,5000,8000,3000,16000,0
683,1,0,No,52000,126000,721,11000,87000,36000,134000,1
684,3,0,Yes,64000,152000,467,155000,91000,32000,278000,0
685,2,0,No,10000,25000,551,17000,2000,9000,28000,1
686,2,0,No,68000,148000,803,113000,33000,66000,212000,1
687,0,1,No,30000,84000,361,77000,2000,18000,97000,0
688,1,0,Yes,87000,307000,708,206000,45000,93000,344000,1
689,4,1,Yes,88000,209000,766,135000,154000,131000,420000,1
690,1,0,Yes,39000,115000,464,93000,57000,51000,201000,0
691,5,1,No,17000,43000,517,1000,2000,16000,19000,0
692,3,0,Yes,9000,23000,747,12000,2000,6000,20000,1
693,1,0,No,72000,247000,596,88000,14000,58000,160000,1
694,0,1,No,92000,254000,783,254000,20000,124000,398000,1
695,3,0,No,57000,194000,335,74000,106000,71000,251000,1
696,5,0,Yes,11000,27000,889,19000,10000,5000,34000,1
697,2,0,Yes,11000,22000,874,19000,13000,9000,41000,1
698,0,1,Yes,60000,239000,394,67000,58000,45000,170000,1
699,2,1,Yes,81000,285000,420,15000,14000,100000,129000,0
700,2,0,Yes,65000,251000,848,115000,86000,44000,245000,1
701,0,1,Yes,76000,179000,788,17000,78000,59000,154000,1
702,1,1,No,22000,49000,509,38000,0,29000,67000,0
703,4,1,Yes,63000,239000,899,-1000,114000,67000,180000,1
704,4,0,Yes,67000,158000,466,75000,46000,66000,187000,0
705,5,1,Yes,13000,43000,595,13000,5000,15000,33000,1
706,1,0,No,28000,67000,322,19000,20000,21000,60000,0
707,3,1,No,70000,189000,691,63000,74000,39000,176000,1
708,3,0,Yes,88000,267000,379,101000,155000,97000,353000,0
709,0,1,No,89000,258000,531,124000,34000,54000,212000,0
710,5,0,No,70000,218000,631,81000,71000,100000,252000,1
711,0,1,Yes,69000,186000,330,196000,94000,45000,335000,0
712,5,1,No,92000,292000,383,177000,133000,57000,367000,0
713,0,1,Yes,61000,197000,678,137000,23000,55000,215000,1
714,1,1,Yes,44000,147000,894,114000,63000,24000,201000,1
715,4,0,No,99000,227000,567,283000,99000,54000,436000,1
716,5,0,No,39000,140000,708,7000,18000,52000,77000,1
717,3,1,No,68000,212000,433,107000,19000,63000,189000,1
718,4,0,No,36000,87000,302,64000,37000,41000,142000,0
719,4,1,No,7000,26000,736,21000,6000,4000,31000,1
720,2,0,Yes,40000,85000,323,112000,10000,41000,163000,0
721,4,1,No,18000,41000,670,19000,29000,22000,70000,1
722,3,0,No,56000,210000,609,88000,110000,49000,247000,1
723,4,0,No,68000,242000,349,188000,0,94000,282000,0
724,5,0,Yes,6000,15000,319,1000,11000,6000,18000,0
725,1,0,No,42000,162000,391,58000,21000,26000,105000,0
726,4,0,No,50000,187000,755,36000,6000,26000,68000,1
727,1,0,No,41000,122000,354,73000,56000,35000,164000,0
728,3,0,Yes,22000,88000,877,50000,13000,31000,94000,1
729,1,0,No,34000,86000,312,64000,61000,30000,155000,0
730,0,1,No,71000,159000,746,95000,39000,80000,214000,1
731,3,1,No,58000,196000,313,111000,81000,63000,255000,0
732,2,1,No,34000,129000,857,34000,25000,19000,78000,1
733,2,0,No,77000,183000,504,146000,5000,46000,197000,0
734,0,1,No,5000,12000,556,9000,0,5000,14000,1
735,2,1,Yes,53000,110000,393,68000,24000,52000,144000,0
736,0,1,No,47000,144000,881,110000,61000,24000,195000,1
737,2,1,Yes,43000,122000,719,51000,26000,57000,134000,1
738,2,1,Yes,9000,25000,458,-1000,1000,11000,11000,0
739,4,1,No,20000,75000,857,43000,15000,21000,79000,1
740,2,1,Yes,20000,76000,429,53000,31000,22000,106000,0
741,3,0,No,41000,159000,538,39000,8000,57000,104000,0
742,1,0,No,69000,144000,828,46000,130000,90000,266000,1
743,5,1,Yes,23000,61000,339,51000,25000,24000,100000,0
744,5,1,Yes,58000,166000,376,25000,75000,28000,128000,0
745,5,0,No,80000,300000,549,148000,2000,70000,220000,0
746,3,0,Yes,37000,127000,587,110000,31000,41000,182000,1
747,0,0,No,26000,84000,861,0,35000,38000,73000,1
748,0,0,No,30000,70000,409,64000,49000,35000,148000,0
749,4,1,No,27000,102000,528,78000,22000,16000,116000,1
750,4,0,No,57000,196000,691,88000,22000,30000,140000,1
751,2,1,No,15000,36000,584,39000,13000,17000,69000,1
752,5,0,No,68000,200000,459,145000,30000,49000,224000,0
753,1,1,Yes,81000,317000,755,0,127000,47000,174000,1
754,3,0,Yes,92000,277000,688,48000,163000,112000,323000,1
755,1,0,Yes,76000,260000,384,26000,12000,79000,117000,0
756,4,1,No,6000,16000,869,14000,10000,2000,26000,1
757,1,0,Yes,47000,187000,445,21000,0,40000,61000,0
758,0,1,No,14000,55000,393,5000,15000,18000,38000,0
759,3,1,Yes,94000,246000,414,88000,134000,56000,278000,0
760,2,1,No,97000,199000,395,28000,137000,108000,273000,0
761,3,0,Yes,89000,210000,815,2000,108000,64000,174000,1
762,5,1,No,46000,105000,758,39000,43000,29000,111000,1
763,5,0,Yes,56000,145000,457,69000,78000,46000,193000,0
764,0,1,Yes,10000,32000,854,26000,8000,12000,46000,1
765,3,1,No,35000,103000,324,24000,9000,24000,57000,0
766,0,0,No,79000,315000,849,194000,103000,106000,403000,1
767,3,1,Yes,61000,242000,672,3000,111000,50000,164000,1
768,3,0,Yes,89000,209000,859,96000,165000,111000,372000,1
769,4,1,No,53000,154000,584,51000,17000,50000,118000,1
770,5,0,No,13000,48000,346,32000,16000,16000,64000,1
771,3,1,No,40000,128000,635,60000,70000,42000,172000,1
772,2,0,No,87000,227000,365,82000,148000,72000,302000,0
773,1,0,No,95000,200000,856,249000,0,62000,311000,1
774,5,1,Yes,90000,200000,440,171000,10000,76000,257000,0
775,0,1,Yes,73000,233000,616,157000,59000,41000,257000,1
776,3,1,Yes,74000,257000,461,57000,29000,51000,137000,1
777,5,0,No,31000,108000,681,51000,17000,15000,83000,1
778,2,1,No,43000,94000,485,110000,81000,22000,213000,0
779,1,1,Yes,24000,83000,684,55000,35000,23000,113000,1
780,1,1,No,54000,179000,727,131000,0,47000,178000,1
781,2,0,No,16000,51000,784,14000,24000,14000,52000,1
782,3,0,Yes,99000,204000,865,263000,36000,128000,427000,1
783,3,0,No,58000,201000,791,14000,108000,56000,178000,1
784,4,0,No,22000,85000,866,40000,19000,28000,87000,1
785,0,1,No,50000,144000,761,-1000,73000,45000,117000,1
786,2,0,Yes,6000,21000,572,4000,5000,3000,12000,1
787,4,1,No,22000,86000,601,27000,29000,33000,89000,1
788,1,1,Yes,26000,55000,820,27000,24000,20000,71000,1
789,4,0,No,12000,43000,598,16000,18000,13000,47000,1
790,2,1,No,31000,87000,544,53000,11000,15000,79000,0
791,5,0,Yes,46000,145000,561,23000,62000,58000,143000,1
792,4,1,Yes,93000,355000,547,28000,178000,139000,345000,0
793,4,1,No,63000,134000,504,105000,109000,94000,308000,0
794,2,0,No,59000,208000,530,71000,58000,88000,217000,0
795,2,1,Yes,29000,106000,614,10000,3000,36000,49000,1
796,4,0,No,61000,224000,351,118000,50000,48000,216000,0
797,4,1,Yes,59000,197000,431,33000,92000,53000,178000,0
798,1,0,Yes,46000,184000,403,2000,88000,29000,119000,0
799,2,0,No,70000,202000,668,166000,50000,91000,307000,1
800,3,0,Yes,51000,104000,399,80000,43000,46000,169000,0
801,1,1,No,31000,106000,665,62000,8000,39000,109000,1
802,2,1,No,41000,128000,344,103000,70000,41000,214000,0
803,0,1,No,18000,54000,555,39000,29000,17000,85000,1
804,4,0,Yes,82000,269000,301,238000,136000,99000,473000,0
805,2,0,Yes,8000,21000,726,20000,0,6000,26000,1
806,2,1,No,84000,231000,689,57000,25000,119000,201000,1
807,0,0,No,85000,339000,665,85000,128000,45000,258000,1
808,3,0,Yes,33000,127000,608,36000,62000,45000,143000,1
